office-name,official-title,types,ocd-division,division-description,phone,email,,street,city,state,zip,start_time,end_time,start_date,end_date,notes
Missoula County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:missoula,Missoula County MT,(406) 258-4751,electioninfo@co.missoula.mt.us,,200 W Broadway,Missoula,MT,59802,08:00:00 - 06:00,18:00:00 - 06:00,10-31-2016,11-04-2016,
Missoula County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:missoula,Missoula County MT,(406) 258-4751,electioninfo@co.missoula.mt.us,,200 W Broadway,Missoula,MT,59802,08:00:00 - 06:00,13:00:00 - 06:00,11-05-2016,11-05-2016,
Missoula County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:missoula,Missoula County MT,(406) 258-4751,electioninfo@co.missoula.mt.us,,200 W Broadway,Missoula,MT,59802,07:00:00 - 07:00,20:00:00 - 07:00,11-08-2016,11-08-2016,
Musselshell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:musselshell,Musselshell County MT,(406) 323-1104,ctomassi@co.musselshell.mt.us,,506 Main,Roundup,MT,59072,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Musselshell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:musselshell,Musselshell County MT,(406) 323-1104,ctomassi@co.musselshell.mt.us,,506 Main,Roundup,MT,59072,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Musselshell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:musselshell,Musselshell County MT,(406) 323-1104,ctomassi@co.musselshell.mt.us,,506 Main,Roundup,MT,59072,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Musselshell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:musselshell,Musselshell County MT,(406) 323-1104,ctomassi@co.musselshell.mt.us,,506 Main,Roundup,MT,59072,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Musselshell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:musselshell,Musselshell County MT,(406) 323-1104,ctomassi@co.musselshell.mt.us,,506 Main,Roundup,MT,59072,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Park County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:park,Park County MT,(406) 222-4110,clerkrecorder@parkcounty.org,,414 E Callender St,Livingston,MT,59047,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Park County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:park,Park County MT,(406) 222-4110,clerkrecorder@parkcounty.org,,414 E Callender St,Livingston,MT,59047,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Park County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:park,Park County MT,(406) 222-4110,clerkrecorder@parkcounty.org,,414 E Callender St,Livingston,MT,59047,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Park County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:park,Park County MT,(406) 222-4110,clerkrecorder@parkcounty.org,,414 E Callender St,Livingston,MT,59047,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Park County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:park,Park County MT,(406) 222-4110,clerkrecorder@parkcounty.org,,414 E Callender St,Livingston,MT,59047,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,08:00:00 - 06:00,12:00:00 - 06:00,10-11-2016,10-14-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,13:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,08:00:00 - 06:00,12:00:00 - 06:00,10-17-2016,10-21-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,13:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,08:00:00 - 06:00,12:00:00 - 06:00,10-24-2016,10-28-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,13:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,08:00:00 - 06:00,12:00:00 - 06:00,10-31-2016,11-04-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,13:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Petroleum County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:petroleum,Petroleum County MT,(406) 429-5311,55clerk@midrivers.com,,302 East Main,Winnett,MT,42678,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Phillips County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:phillips,Phillips County MT,(406) 654-2423,clerkrecorder@phillipscounty.mt.gov,,314 S Second Ave W,Malta,MT,59538,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Phillips County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:phillips,Phillips County MT,(406) 654-2423,clerkrecorder@phillipscounty.mt.gov,,314 S Second Ave W,Malta,MT,59538,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Phillips County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:phillips,Phillips County MT,(406) 654-2423,clerkrecorder@phillipscounty.mt.gov,,314 S Second Ave W,Malta,MT,59538,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Phillips County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:phillips,Phillips County MT,(406) 654-2423,clerkrecorder@phillipscounty.mt.gov,,314 S Second Ave W,Malta,MT,59538,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Phillips County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:phillips,Phillips County MT,(406) 654-2423,clerkrecorder@phillipscounty.mt.gov,,314 S Second Ave W,Malta,MT,59538,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Pondera County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:pondera,Pondera County MT,(406) 271-4000,ponderaclerk@3rivers.net,,20 4th Ave SW,Conrad,MT,59425,08:00:00 - 06:00,17:00:00 - 06:00,10-12-2016,10-14-2016,
Pondera County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:pondera,Pondera County MT,(406) 271-4000,ponderaclerk@3rivers.net,,20 4th Ave SW,Conrad,MT,59425,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Pondera County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:pondera,Pondera County MT,(406) 271-4000,ponderaclerk@3rivers.net,,20 4th Ave SW,Conrad,MT,59425,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Pondera County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:pondera,Pondera County MT,(406) 271-4000,ponderaclerk@3rivers.net,,20 4th Ave SW,Conrad,MT,59425,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Pondera County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:pondera,Pondera County MT,(406) 271-4000,ponderaclerk@3rivers.net,,20 4th Ave SW,Conrad,MT,59425,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,08:00:00 - 06:00,12:00:00 - 06:00,10-11-2016,10-14-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,13:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,08:00:00 - 06:00,12:00:00 - 06:00,10-17-2016,10-21-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,13:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,08:00:00 - 06:00,12:00:00 - 06:00,10-24-2016,10-28-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,13:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,08:00:00 - 06:00,12:00:00 - 06:00,10-31-2016,11-04-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,13:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Powder River County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powder_river,Powder River County MT,(406) 436-2361,crichards@prco.mt.gov,,119 N Park Ave,Broadus,MT,59317,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Powell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powell,Powell County MT,(406) 846-9786,jwalker@powellcountymt.gov,,409 Missouri,Deer Lodge,MT,59722,08:00:00 - 06:00,17:00:00 - 06:00,10-10-2016,10-14-2016,
Powell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powell,Powell County MT,(406) 846-9786,jwalker@powellcountymt.gov,,409 Missouri,Deer Lodge,MT,59722,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Powell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powell,Powell County MT,(406) 846-9786,jwalker@powellcountymt.gov,,409 Missouri,Deer Lodge,MT,59722,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Powell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powell,Powell County MT,(406) 846-9786,jwalker@powellcountymt.gov,,409 Missouri,Deer Lodge,MT,59722,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Powell County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:powell,Powell County MT,(406) 846-9786,jwalker@powellcountymt.gov,,409 Missouri,Deer Lodge,MT,59722,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,08:00:00 - 06:00,12:00:00 - 06:00,10-11-2016,10-14-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,13:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,08:00:00 - 06:00,12:00:00 - 06:00,10-17-2016,10-21-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,13:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,08:00:00 - 06:00,12:00:00 - 06:00,10-24-2016,10-28-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,13:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,08:00:00 - 06:00,12:00:00 - 06:00,10-31-2016,11-04-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,13:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Prairie County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:prairie,Prairie County MT,(406) 635-5575,clerkrecorder@prairie.mt.gov,,217 W Park St,Terry,MT,59349,07:00:00 - 07:00,08:00:00 - 07:00,11-08-2016,11-08-2016,
Ravalli County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:ravalli,Ravalli County MT,(406) 375-6550,rplettenberg@rc.mt.gov,,"215 S 4th St, Suite G",Hamilton,MT,59840,08:00:00 - 06:00,17:00:00 - 06:00,10-18-2016,10-21-2016,
Ravalli County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:ravalli,Ravalli County MT,(406) 375-6550,rplettenberg@rc.mt.gov,,"215 S 4th St, Suite G",Hamilton,MT,59840,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Ravalli County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:ravalli,Ravalli County MT,(406) 375-6550,rplettenberg@rc.mt.gov,,"215 S 4th St, Suite G",Hamilton,MT,59840,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Ravalli County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:ravalli,Ravalli County MT,(406) 375-6550,rplettenberg@rc.mt.gov,,"215 S 4th St, Suite G",Hamilton,MT,59840,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Richland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:richland,Richland County MT,(406) 433-1708,sverhasselt@richland.org,,201 W Main,Sidney,MT,59270,08:00:00 - 06:00,17:00:00 - 06:00,10-14-2016,10-14-2016,
Richland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:richland,Richland County MT,(406) 433-1708,sverhasselt@richland.org,,201 W Main,Sidney,MT,59270,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Richland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:richland,Richland County MT,(406) 433-1708,sverhasselt@richland.org,,201 W Main,Sidney,MT,59270,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Richland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:richland,Richland County MT,(406) 433-1708,sverhasselt@richland.org,,201 W Main,Sidney,MT,59270,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Richland County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:richland,Richland County MT,(406) 433-1708,sverhasselt@richland.org,,201 W Main,Sidney,MT,59270,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Roosevelt County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:roosevelt,Roosevelt County MT,(406) 653-6250,chansen@rooseveltcounty.org,,400 2nd Ave S,Wolf Point,MT,59201,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Roosevelt County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:roosevelt,Roosevelt County MT,(406) 653-6250,chansen@rooseveltcounty.org,,400 2nd Ave S,Wolf Point,MT,59201,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Roosevelt County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:roosevelt,Roosevelt County MT,(406) 653-6250,chansen@rooseveltcounty.org,,400 2nd Ave S,Wolf Point,MT,59201,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Roosevelt County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:roosevelt,Roosevelt County MT,(406) 653-6250,chansen@rooseveltcounty.org,,400 2nd Ave S,Wolf Point,MT,59201,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Roosevelt County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:roosevelt,Roosevelt County MT,(406) 653-6250,chansen@rooseveltcounty.org,,400 2nd Ave S,Wolf Point,MT,59201,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,1200 Main St,Forsyth,MT,59327,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-11-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-14-2016,10-14-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,1200 Main St,Forsyth,MT,59327,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-18-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-21-2016,10-21-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,1200 Main St,Forsyth,MT,59327,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-25-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-28-2016,10-28-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,1200 Main St,Forsyth,MT,59327,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-01-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 06:00,17:00:00 - 06:00,11-04-2016,11-04-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,1200 Main St,Forsyth,MT,59327,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Rosebud County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:rosebud,Rosebud County MT,(406) 346-7318,jduffield@rosebudcountymt.com,,600 Cheyenne Avenue,Lame Deer,MT,59043,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,08:00:00 - 06:00,17:00:00 - 06:00,10-12-2016,10-14-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,12:00:00 - 07:00,17:00:00 - 07:00,11-07-2016,11-07-2016,
Sanders County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sanders,Sanders County MT,(406) 827-6922,nscribner@co.sanders.mt.us,,1111 Main St,Thompson Falls,MT,59873,08:00:00 - 07:00,20:00:00 - 07:00,11-08-2016,11-08-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 06:00,17:00:00 - 06:00,10-11-2016,10-14-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Sheridan County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:sheridan,Sheridan County MT,(406) 765-3403,record_supt@co.sheridan.mt.us,,100 W Laurel Ave,Plentywood,MT,59254,08:00:00 - 07:00,20:00:00 - 07:00,11-08-2016,11-08-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 06:00,17:00:00 - 06:00,10-14-2016,10-14-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 06:00,17:00:00 - 06:00,10-17-2016,10-21-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 06:00,17:00:00 - 06:00,10-24-2016,10-28-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 06:00,17:00:00 - 06:00,10-31-2016,11-04-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 07:00,12:00:00 - 07:00,11-07-2016,11-07-2016,
Silver Bow County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:silver_bow,Silver Bow County MT,(406) 497-6342,shollis@bsb.mt.gov,,"155 W Granite, Room 208",Butte,MT,59701,08:00:00 - 07:00,20:00:00 - 07:00,11-08-2016,11-08-2016,
